Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase28,Long Statement,The length of the statement "testProtocolRejection(28`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("opc"))));" is 136.,451
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase28,Magic Number,The method contains a magic number: 5000,451
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase28,Magic Number,The method contains a magic number: 28,451
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase29,Long Statement,The length of the statement "testProtocolRejection(29`new Draft_6455(Collections.<IExtension>emptyList()`Collections.<IProtocol>singletonList(new Protocol("opc"))));" is 136.,457
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase29,Magic Number,The method contains a magic number: 5000,457
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testHandshakeRejectionTestCase29,Magic Number,The method contains a magic number: 29,457
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Complex Method,Cyclomatic complexity of the method is 76,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 2,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 3,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 4,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 5,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 6,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 7,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 8,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 9,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 13,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 14,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 17,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 20,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 21,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 22,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 23,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 24,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 25,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 26,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 2,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 3,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 4,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 17,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 20,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 24,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 25,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 26,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 5,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 9,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 10,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 11,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 12,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 13,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 15,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 16,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 18,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 19,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 27,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 28,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 29,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 6,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 7,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 8,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 14,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 22,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 21,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 23,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 2,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 3,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 4,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 5,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 6,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 7,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 8,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 9,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 13,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 14,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 17,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 20,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 21,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 22,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 23,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 24,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 25,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Magic Number,The method contains a magic number: 26,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@102c8bff,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,testProtocolRejection,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6ed31c37,463
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Complex Method,Cyclomatic complexity of the method is 21,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 2,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 3,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 4,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 5,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 6,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 7,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 8,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 9,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 13,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 14,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 17,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 20,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 21,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 22,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 23,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 24,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 25,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Magic Number,The method contains a magic number: 26,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onOpen,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@102c8bff,468
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Complex Method,Cyclomatic complexity of the method is 54,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 2,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 3,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 4,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 17,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 20,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 24,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 25,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 26,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 5,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 9,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 10,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 11,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 12,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 13,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 15,504
.,org.java_websocket.protocols,ProtocolHandshakeRejectionTest,onClose,Magic Number,The method contains a magic number: 16,504
